,build_year,lat,lng,total_building,total_house,wy_fee
2446,2009,106.54233,29.564769,16,2917,2.2
2447,2008,106.548901,29.577621,23,3374,2.8
2448,2009,106.54233,29.564769,16,2917,2.2
2449,2008,106.548901,29.577621,23,3374,2.8
2450,2008,106.548901,29.577621,23,3374,2.8
2451,2009,106.54233,29.564769,16,2917,2.2
2452,2013,0,0,22,1222,2.5
2453,2012,0,0,25,1930,2.5
2454,2012,0,0,25,1930,2.5
2455,2010,0,0,4,676,1.8
2456,2010,0,0,91,443,0.0
2457,2013,0,0,22,1222,2.5
2458,2012,0,0,25,1930,2.5
2459,2008,0,0,23,785,0.0
2460,2008,0,0,23,785,0.0
2461,2010,0,0,91,443,0.0
2462,2008,0,0,23,785,0.0
2463,2008,0,0,23,785,0.0
2464,2010,0,0,91,443,0.0
2465,2015,0,0,3,1034,3.1
2466,2015,0,0,3,1034,3.1
2467,2015,0,0,3,1034,3.1
2468,2010,0,0,8,1375,1.8
2469,2015,0,0,3,1034,3.1
2470,2015,0,0,3,1034,3.1
2471,2015,0,0,3,1034,3.1
2472,2013,0,0,22,1222,2.5
2473,2012,0,0,25,1930,2.5
2474,2012,0,0,25,1930,2.5
2475,2010,0,0,4,676,1.8
2476,2010,0,0,91,443,0.0
2477,2013,0,0,22,1222,2.5
2478,2012,0,0,25,1930,2.5
2479,2008,0,0,23,785,0.0
2480,2008,0,0,23,785,0.0
2481,2010,0,0,91,443,0.0
2482,2008,0,0,23,785,0.0
2483,2008,0,0,23,785,0.0
2484,2010,0,0,91,443,0.0
2485,2015,0,0,3,1034,3.1
2486,2015,0,0,3,1034,3.1
2487,2015,0,0,3,1034,3.1
2488,2010,0,0,8,1375,1.8
2489,2015,0,0,3,1034,3.1
2490,2015,0,0,3,1034,3.1
2491,2015,0,0,3,1034,3.1
2492,2013,0,0,22,1222,2.5
2493,2012,0,0,25,1930,2.5
2494,2012,0,0,25,1930,2.5
2495,2010,0,0,4,676,1.8
2496,2010,0,0,91,443,0.0
2497,2013,0,0,22,1222,2.5
2498,2012,0,0,25,1930,2.5
2499,2008,0,0,23,785,0.0
2500,2008,0,0,23,785,0.0
2501,2010,0,0,91,443,0.0
2502,2008,0,0,23,785,0.0
2503,2008,0,0,23,785,0.0
2504,2010,0,0,91,443,0.0
2505,2015,0,0,3,1034,3.1
2506,2015,0,0,3,1034,3.1
2507,2015,0,0,3,1034,3.1
2508,2010,0,0,8,1375,1.8
2509,2015,0,0,3,1034,3.1
2510,2015,0,0,3,1034,3.1
2511,2015,0,0,3,1034,3.1
2512,2013,0,0,22,1222,2.5
2513,2012,0,0,25,1930,2.5
2514,2012,0,0,25,1930,2.5
2515,2010,0,0,4,676,1.8
2516,2010,0,0,91,443,0.0
2517,2013,0,0,22,1222,2.5
2518,2012,0,0,25,1930,2.5
2519,2008,0,0,23,785,0.0
2520,2008,0,0,23,785,0.0
2521,2010,0,0,91,443,0.0
2522,2008,0,0,23,785,0.0
2523,2008,0,0,23,785,0.0
2524,2010,0,0,91,443,0.0
2525,2015,0,0,3,1034,3.1
2526,2015,0,0,3,1034,3.1
2527,2015,0,0,3,1034,3.1
2528,2010,0,0,8,1375,1.8
2529,2015,0,0,3,1034,3.1
2530,2015,0,0,3,1034,3.1
2531,2015,0,0,3,1034,3.1
2532,2013,0,0,22,1222,2.5
2533,2012,0,0,25,1930,2.5
2534,2012,0,0,25,1930,2.5
2535,2010,0,0,4,676,1.8
2536,2010,0,0,91,443,0.0
2537,2013,0,0,22,1222,2.5
2538,2012,0,0,25,1930,2.5
2539,2008,0,0,23,785,0.0
2540,2008,0,0,23,785,0.0
2541,2010,0,0,91,443,0.0
2542,2008,0,0,23,785,0.0
2543,2008,0,0,23,785,0.0
2544,2010,0,0,91,443,0.0
2545,2015,0,0,3,1034,3.1
2546,2015,0,0,3,1034,3.1
2547,2015,0,0,3,1034,3.1
2548,2010,0,0,8,1375,1.8
2549,2015,0,0,3,1034,3.1
2550,2015,0,0,3,1034,3.1
2551,2015,0,0,3,1034,3.1
2552,2013,0,0,22,1222,2.5
2553,2012,0,0,25,1930,2.5
2554,2012,0,0,25,1930,2.5
2555,2010,0,0,4,676,1.8
2556,2010,0,0,91,443,0.0
2557,2013,0,0,22,1222,2.5
2558,2012,0,0,25,1930,2.5
2559,2008,0,0,23,785,0.0
2560,2008,0,0,23,785,0.0
2561,2010,0,0,91,443,0.0
2562,2008,0,0,23,785,0.0
2563,2008,0,0,23,785,0.0
2564,2010,0,0,91,443,0.0
2565,2015,0,0,3,1034,3.1
2566,2015,0,0,3,1034,3.1
2567,2015,0,0,3,1034,3.1
2568,2010,0,0,8,1375,1.8
2569,2015,0,0,3,1034,3.1
2570,2015,0,0,3,1034,3.1
2571,2015,0,0,3,1034,3.1
2572,2013,0,0,22,1222,2.5
2573,2012,0,0,25,1930,2.5
2574,2012,0,0,25,1930,2.5
2575,2010,0,0,4,676,1.8
2576,2010,0,0,91,443,0.0
2577,2013,0,0,22,1222,2.5
2578,2012,0,0,25,1930,2.5
2579,2008,0,0,23,785,0.0
2580,2008,0,0,23,785,0.0
2581,2010,0,0,91,443,0.0
2582,2008,0,0,23,785,0.0
2583,2008,0,0,23,785,0.0
2584,2010,0,0,91,443,0.0
2585,2015,0,0,3,1034,3.1
2586,2015,0,0,3,1034,3.1
2587,2015,0,0,3,1034,3.1
2588,2010,0,0,8,1375,1.8
2589,2015,0,0,3,1034,3.1
2590,2015,0,0,3,1034,3.1
2591,2015,0,0,3,1034,3.1
2592,2013,0,0,22,1222,2.5
2593,2012,0,0,25,1930,2.5
2594,2012,0,0,25,1930,2.5
2595,2010,0,0,4,676,1.8
2596,2010,0,0,91,443,0.0
2597,2013,0,0,22,1222,2.5
2598,2012,0,0,25,1930,2.5
2599,2008,0,0,23,785,0.0
2600,2008,0,0,23,785,0.0
2601,2010,0,0,91,443,0.0
2602,2008,0,0,23,785,0.0
2603,2008,0,0,23,785,0.0
2604,2010,0,0,91,443,0.0
2605,2015,0,0,3,1034,3.1
2606,2015,0,0,3,1034,3.1
2607,2015,0,0,3,1034,3.1
2608,2010,0,0,8,1375,1.8
2609,2015,0,0,3,1034,3.1
2610,2015,0,0,3,1034,3.1
2611,2015,0,0,3,1034,3.1
2612,2013,0,0,22,1222,2.5
2613,2012,0,0,25,1930,2.5
2614,2012,0,0,25,1930,2.5
2615,2010,0,0,4,676,1.8
2616,2010,0,0,91,443,0.0
2617,2013,0,0,22,1222,2.5
2618,2012,0,0,25,1930,2.5
2619,2008,0,0,23,785,0.0
2620,2008,0,0,23,785,0.0
2621,2010,0,0,91,443,0.0
2622,2008,0,0,23,785,0.0
2623,2008,0,0,23,785,0.0
2624,2010,0,0,91,443,0.0
2625,2015,0,0,3,1034,3.1
2626,2015,0,0,3,1034,3.1
2627,2015,0,0,3,1034,3.1
2628,2010,0,0,8,1375,1.8
2629,2015,0,0,3,1034,3.1
2630,2015,0,0,3,1034,3.1
2631,2015,0,0,3,1034,3.1
2632,2013,0,0,22,1222,2.5
2633,2012,0,0,25,1930,2.5
2634,2012,0,0,25,1930,2.5
2635,2010,0,0,4,676,1.8
2636,2010,0,0,91,443,0.0
2637,2013,0,0,22,1222,2.5
2638,2012,0,0,25,1930,2.5
2639,2008,0,0,23,785,0.0
2640,2008,0,0,23,785,0.0
2641,2010,0,0,91,443,0.0
2642,2008,0,0,23,785,0.0
2643,2008,0,0,23,785,0.0
2644,2010,0,0,91,443,0.0
2645,2015,0,0,3,1034,3.1
2646,2015,0,0,3,1034,3.1
2647,2015,0,0,3,1034,3.1
2648,2010,0,0,8,1375,1.8
2649,2015,0,0,3,1034,3.1
2650,2015,0,0,3,1034,3.1
2651,2015,0,0,3,1034,3.1
2652,2013,0,0,22,1222,2.5
2653,2012,0,0,25,1930,2.5
2654,2012,0,0,25,1930,2.5
2655,2010,0,0,4,676,1.8
2656,2010,0,0,91,443,0.0
2657,2013,0,0,22,1222,2.5
2658,2012,0,0,25,1930,2.5
2659,2008,0,0,23,785,0.0
2660,2008,0,0,23,785,0.0
2661,2010,0,0,91,443,0.0
2662,2008,0,0,23,785,0.0
2663,2008,0,0,23,785,0.0
2664,2010,0,0,91,443,0.0
2665,2015,0,0,3,1034,3.1
2666,2015,0,0,3,1034,3.1
2667,2015,0,0,3,1034,3.1
2668,2010,0,0,8,1375,1.8
2669,2015,0,0,3,1034,3.1
2670,2015,0,0,3,1034,3.1
2671,2015,0,0,3,1034,3.1
2672,2008,106.499557,29.608867,26,4481,1.2
2673,2011,106.492714,29.604831,41,6543,2.2
2674,2011,106.492714,29.604831,41,6543,2.2
2675,2011,106.492714,29.604831,41,6543,2.2
2676,2012,106.492714,29.604831,23,2361,2.8
2677,2011,106.492714,29.604831,41,6543,2.2
2678,2008,106.499557,29.608867,26,4481,1.2
2679,2008,106.499557,29.608867,26,4481,1.2
2680,2005,106.492714,29.604831,6,1008,0.85
2681,2012,106.492714,29.604831,23,2361,2.8
2682,2012,106.492714,29.604831,23,2361,2.8
2683,2016,106.499557,29.608867,6,835,2.8
2684,2011,106.492714,29.604831,41,6543,2.2
2685,2012,106.492714,29.604831,23,2361,2.8
2686,2011,106.492714,29.604831,41,6543,2.2
2687,2008,106.499557,29.608867,26,4481,1.2
2688,0,106.499116,29.595127,6,1064,0.0
2689,2008,106.499557,29.608867,26,4481,1.2
2690,2011,106.492714,29.604831,41,6543,2.2
2691,2011,106.492714,29.604831,41,6543,2.2
2692,2011,106.492714,29.604831,41,6543,2.2
2693,2012,106.492714,29.604831,23,2361,2.8
2694,2011,106.492714,29.604831,41,6543,2.2
2695,2008,106.499557,29.608867,26,4481,1.2
2696,2008,106.499557,29.608867,26,4481,1.2
2697,2005,106.492714,29.604831,6,1008,0.85
2698,2012,106.492714,29.604831,23,2361,2.8
2699,2012,106.492714,29.604831,23,2361,2.8
2700,2016,106.499557,29.608867,6,835,2.8
2701,2011,106.492714,29.604831,41,6543,2.2
2702,2012,106.492714,29.604831,23,2361,2.8
2703,2011,106.492714,29.604831,41,6543,2.2
2704,2008,106.499557,29.608867,26,4481,1.2
2705,0,106.499116,29.595127,6,1064,0.0
2706,2008,106.499557,29.608867,26,4481,1.2
2707,2011,106.492714,29.604831,41,6543,2.2
2708,2011,106.492714,29.604831,41,6543,2.2
2709,2011,106.492714,29.604831,41,6543,2.2
2710,2012,106.492714,29.604831,23,2361,2.8
2711,2011,106.492714,29.604831,41,6543,2.2
2712,2008,106.499557,29.608867,26,4481,1.2
2713,2008,106.499557,29.608867,26,4481,1.2
2714,2005,106.492714,29.604831,6,1008,0.85
2715,2012,106.492714,29.604831,23,2361,2.8
2716,2012,106.492714,29.604831,23,2361,2.8
2717,2016,106.499557,29.608867,6,835,2.8
2718,2011,106.492714,29.604831,41,6543,2.2
2719,2012,106.492714,29.604831,23,2361,2.8
2720,2011,106.492714,29.604831,41,6543,2.2
2721,2008,106.499557,29.608867,26,4481,1.2
2722,0,106.499116,29.595127,6,1064,0.0
2723,2008,106.499557,29.608867,26,4481,1.2
2724,2011,106.492714,29.604831,41,6543,2.2
2725,2011,106.492714,29.604831,41,6543,2.2
2726,2011,106.492714,29.604831,41,6543,2.2
2727,2012,106.492714,29.604831,23,2361,2.8
2728,2011,106.492714,29.604831,41,6543,2.2
2729,2008,106.499557,29.608867,26,4481,1.2
2730,2008,106.499557,29.608867,26,4481,1.2
2731,2005,106.492714,29.604831,6,1008,0.85
2732,2012,106.492714,29.604831,23,2361,2.8
2733,2012,106.492714,29.604831,23,2361,2.8
2734,2016,106.499557,29.608867,6,835,2.8
2735,2011,106.492714,29.604831,41,6543,2.2
2736,2012,106.492714,29.604831,23,2361,2.8
2737,2011,106.492714,29.604831,41,6543,2.2
2738,2008,106.499557,29.608867,26,4481,1.2
2739,0,106.499116,29.595127,6,1064,0.0
2740,2008,106.499557,29.608867,26,4481,1.2
2741,2011,106.492714,29.604831,41,6543,2.2
2742,2011,106.492714,29.604831,41,6543,2.2
2743,2011,106.492714,29.604831,41,6543,2.2
2744,2012,106.492714,29.604831,23,2361,2.8
2745,2011,106.492714,29.604831,41,6543,2.2
2746,2008,106.499557,29.608867,26,4481,1.2
2747,2008,106.499557,29.608867,26,4481,1.2
2748,2005,106.492714,29.604831,6,1008,0.85
2749,2012,106.492714,29.604831,23,2361,2.8
2750,2012,106.492714,29.604831,23,2361,2.8
2751,2016,106.499557,29.608867,6,835,2.8
2752,2011,106.492714,29.604831,41,6543,2.2
2753,2012,106.492714,29.604831,23,2361,2.8
2754,2011,106.492714,29.604831,41,6543,2.2
2755,2008,106.499557,29.608867,26,4481,1.2
2756,0,106.499116,29.595127,6,1064,0.0
2757,2008,106.499557,29.608867,26,4481,1.2
2758,2011,106.492714,29.604831,41,6543,2.2
2759,2011,106.492714,29.604831,41,6543,2.2
2760,2011,106.492714,29.604831,41,6543,2.2
2761,2012,106.492714,29.604831,23,2361,2.8
2762,2011,106.492714,29.604831,41,6543,2.2
2763,2008,106.499557,29.608867,26,4481,1.2
2764,2008,106.499557,29.608867,26,4481,1.2
2765,2005,106.492714,29.604831,6,1008,0.85
2766,2012,106.492714,29.604831,23,2361,2.8
2767,2012,106.492714,29.604831,23,2361,2.8
2768,2016,106.499557,29.608867,6,835,2.8
2769,2011,106.492714,29.604831,41,6543,2.2
2770,2012,106.492714,29.604831,23,2361,2.8
2771,2011,106.492714,29.604831,41,6543,2.2
2772,2008,106.499557,29.608867,26,4481,1.2
2773,0,106.499116,29.595127,6,1064,0.0
2774,2008,106.499557,29.608867,26,4481,1.2
2775,2011,106.492714,29.604831,41,6543,2.2
2776,2011,106.492714,29.604831,41,6543,2.2
2777,2011,106.492714,29.604831,41,6543,2.2
2778,2012,106.492714,29.604831,23,2361,2.8
2779,2011,106.492714,29.604831,41,6543,2.2
2780,2008,106.499557,29.608867,26,4481,1.2
2781,2008,106.499557,29.608867,26,4481,1.2
2782,2005,106.492714,29.604831,6,1008,0.85
2783,2012,106.492714,29.604831,23,2361,2.8
2784,2012,106.492714,29.604831,23,2361,2.8
2785,2016,106.499557,29.608867,6,835,2.8
2786,2011,106.492714,29.604831,41,6543,2.2
2787,2012,106.492714,29.604831,23,2361,2.8
2788,2011,106.492714,29.604831,41,6543,2.2
2789,2008,106.499557,29.608867,26,4481,1.2
2790,0,106.499116,29.595127,6,1064,0.0
2791,2008,106.499557,29.608867,26,4481,1.2
2792,2011,106.492714,29.604831,41,6543,2.2
2793,2011,106.492714,29.604831,41,6543,2.2
2794,2011,106.492714,29.604831,41,6543,2.2
2795,2012,106.492714,29.604831,23,2361,2.8
2796,2011,106.492714,29.604831,41,6543,2.2
2797,2008,106.499557,29.608867,26,4481,1.2
2798,2008,106.499557,29.608867,26,4481,1.2
2799,2005,106.492714,29.604831,6,1008,0.85
2800,2012,106.492714,29.604831,23,2361,2.8
2801,2012,106.492714,29.604831,23,2361,2.8
2802,2016,106.499557,29.608867,6,835,2.8
2803,2011,106.492714,29.604831,41,6543,2.2
2804,2012,106.492714,29.604831,23,2361,2.8
2805,2011,106.492714,29.604831,41,6543,2.2
2806,2008,106.499557,29.608867,26,4481,1.2
2807,0,106.499116,29.595127,6,1064,0.0
2808,2008,106.499557,29.608867,26,4481,1.2
2809,2011,106.492714,29.604831,41,6543,2.2
2810,2011,106.492714,29.604831,41,6543,2.2
2811,2011,106.492714,29.604831,41,6543,2.2
2812,2012,106.492714,29.604831,23,2361,2.8
2813,2011,106.492714,29.604831,41,6543,2.2
2814,2008,106.499557,29.608867,26,4481,1.2
2815,2008,106.499557,29.608867,26,4481,1.2
2816,2005,106.492714,29.604831,6,1008,0.85
2817,2012,106.492714,29.604831,23,2361,2.8
2818,2012,106.492714,29.604831,23,2361,2.8
2819,2016,106.499557,29.608867,6,835,2.8
2820,2011,106.492714,29.604831,41,6543,2.2
2821,2012,106.492714,29.604831,23,2361,2.8
2822,2011,106.492714,29.604831,41,6543,2.2
2823,2008,106.499557,29.608867,26,4481,1.2
2824,0,106.499116,29.595127,6,1064,0.0
2825,2008,106.499557,29.608867,26,4481,1.2
2826,2011,106.492714,29.604831,41,6543,2.2
2827,2011,106.492714,29.604831,41,6543,2.2
2828,2011,106.492714,29.604831,41,6543,2.2
2829,2012,106.492714,29.604831,23,2361,2.8
2830,2011,106.492714,29.604831,41,6543,2.2
2831,2008,106.499557,29.608867,26,4481,1.2
2832,2008,106.499557,29.608867,26,4481,1.2
2833,2005,106.492714,29.604831,6,1008,0.85
2834,2012,106.492714,29.604831,23,2361,2.8
2835,2012,106.492714,29.604831,23,2361,2.8
2836,2016,106.499557,29.608867,6,835,2.8
2837,2011,106.492714,29.604831,41,6543,2.2
2838,2012,106.492714,29.604831,23,2361,2.8
2839,2011,106.492714,29.604831,41,6543,2.2
2840,2008,106.499557,29.608867,26,4481,1.2
2841,0,106.499116,29.595127,6,1064,0.0
2842,2008,106.499557,29.608867,26,4481,1.2
2843,2011,106.492714,29.604831,41,6543,2.2
2844,2011,106.492714,29.604831,41,6543,2.2
2845,2011,106.492714,29.604831,41,6543,2.2
2846,2012,106.492714,29.604831,23,2361,2.8
2847,2011,106.492714,29.604831,41,6543,2.2
2848,2008,106.499557,29.608867,26,4481,1.2
2849,2008,106.499557,29.608867,26,4481,1.2
2850,2005,106.492714,29.604831,6,1008,0.85
2851,2012,106.492714,29.604831,23,2361,2.8
2852,2012,106.492714,29.604831,23,2361,2.8
2853,2016,106.499557,29.608867,6,835,2.8
2854,2011,106.492714,29.604831,41,6543,2.2
2855,2012,106.492714,29.604831,23,2361,2.8
2856,2011,106.492714,29.604831,41,6543,2.2
2857,2008,106.499557,29.608867,26,4481,1.2
2858,0,106.499116,29.595127,6,1064,0.0
2859,2008,106.499557,29.608867,26,4481,1.2
2860,2011,106.492714,29.604831,41,6543,2.2
2861,2011,106.492714,29.604831,41,6543,2.2
2862,2011,106.492714,29.604831,41,6543,2.2
2863,2012,106.492714,29.604831,23,2361,2.8
2864,2011,106.492714,29.604831,41,6543,2.2
2865,2008,106.499557,29.608867,26,4481,1.2
2866,2008,106.499557,29.608867,26,4481,1.2
2867,2005,106.492714,29.604831,6,1008,0.85
2868,2012,106.492714,29.604831,23,2361,2.8
2869,2012,106.492714,29.604831,23,2361,2.8
2870,2016,106.499557,29.608867,6,835,2.8
2871,2011,106.492714,29.604831,41,6543,2.2
2872,2012,106.492714,29.604831,23,2361,2.8
2873,2011,106.492714,29.604831,41,6543,2.2
2874,2008,106.499557,29.608867,26,4481,1.2
2875,0,106.499116,29.595127,6,1064,0.0
2876,2008,106.499557,29.608867,26,4481,1.2
2877,2011,106.492714,29.604831,41,6543,2.2
2878,2011,106.492714,29.604831,41,6543,2.2
2879,2011,106.492714,29.604831,41,6543,2.2
2880,2012,106.492714,29.604831,23,2361,2.8
2881,2011,106.492714,29.604831,41,6543,2.2
2882,2008,106.499557,29.608867,26,4481,1.2
2883,2008,106.499557,29.608867,26,4481,1.2
2884,2005,106.492714,29.604831,6,1008,0.85
2885,2012,106.492714,29.604831,23,2361,2.8
2886,2012,106.492714,29.604831,23,2361,2.8
2887,2016,106.499557,29.608867,6,835,2.8
2888,2011,106.492714,29.604831,41,6543,2.2
2889,2012,106.492714,29.604831,23,2361,2.8
2890,2011,106.492714,29.604831,41,6543,2.2
2891,2008,106.499557,29.608867,26,4481,1.2
2892,0,106.499116,29.595127,6,1064,0.0
2893,2008,106.499557,29.608867,26,4481,1.2
2894,2011,106.492714,29.604831,41,6543,2.2
2895,2011,106.492714,29.604831,41,6543,2.2
2896,2011,106.492714,29.604831,41,6543,2.2
2897,2012,106.492714,29.604831,23,2361,2.8
2898,2011,106.492714,29.604831,41,6543,2.2
2899,2008,106.499557,29.608867,26,4481,1.2
2900,2008,106.499557,29.608867,26,4481,1.2
2901,2005,106.492714,29.604831,6,1008,0.85
2902,2012,106.492714,29.604831,23,2361,2.8
2903,2012,106.492714,29.604831,23,2361,2.8
2904,2016,106.499557,29.608867,6,835,2.8
2905,2011,106.492714,29.604831,41,6543,2.2
2906,2012,106.492714,29.604831,23,2361,2.8
2907,2011,106.492714,29.604831,41,6543,2.2
2908,2008,106.499557,29.608867,26,4481,1.2
2909,0,106.499116,29.595127,6,1064,0.0
2910,2008,106.499557,29.608867,26,4481,1.2
2911,2011,106.492714,29.604831,41,6543,2.2
2912,2011,106.492714,29.604831,41,6543,2.2
2913,2011,106.492714,29.604831,41,6543,2.2
2914,2012,106.492714,29.604831,23,2361,2.8
2915,2011,106.492714,29.604831,41,6543,2.2
2916,2008,106.499557,29.608867,26,4481,1.2
2917,2008,106.499557,29.608867,26,4481,1.2
2918,2005,106.492714,29.604831,6,1008,0.85
2919,2012,106.492714,29.604831,23,2361,2.8
2920,2012,106.492714,29.604831,23,2361,2.8
2921,2016,106.499557,29.608867,6,835,2.8
2922,2011,106.492714,29.604831,41,6543,2.2
2923,2012,106.492714,29.604831,23,2361,2.8
2924,2011,106.492714,29.604831,41,6543,2.2
2925,2008,106.499557,29.608867,26,4481,1.2
2926,0,106.499116,29.595127,6,1064,0.0
2927,2008,106.499557,29.608867,26,4481,1.2
2928,2011,106.492714,29.604831,41,6543,2.2
2929,2011,106.492714,29.604831,41,6543,2.2
2930,2011,106.492714,29.604831,41,6543,2.2
2931,2012,106.492714,29.604831,23,2361,2.8
2932,2011,106.492714,29.604831,41,6543,2.2
2933,2008,106.499557,29.608867,26,4481,1.2
2934,2008,106.499557,29.608867,26,4481,1.2
2935,2005,106.492714,29.604831,6,1008,0.85
2936,2012,106.492714,29.604831,23,2361,2.8
2937,2012,106.492714,29.604831,23,2361,2.8
2938,2016,106.499557,29.608867,6,835,2.8
2939,2011,106.492714,29.604831,41,6543,2.2
2940,2012,106.492714,29.604831,23,2361,2.8
2941,2011,106.492714,29.604831,41,6543,2.2
2942,2008,106.499557,29.608867,26,4481,1.2
2943,0,106.499116,29.595127,6,1064,0.0
2944,2008,106.499557,29.608867,26,4481,1.2
2945,2011,106.492714,29.604831,41,6543,2.2
2946,2011,106.492714,29.604831,41,6543,2.2
2947,2011,106.492714,29.604831,41,6543,2.2
2948,2012,106.492714,29.604831,23,2361,2.8
2949,2011,106.492714,29.604831,41,6543,2.2
2950,2008,106.499557,29.608867,26,4481,1.2
2951,2008,106.499557,29.608867,26,4481,1.2
2952,2005,106.492714,29.604831,6,1008,0.85
2953,2012,106.492714,29.604831,23,2361,2.8
2954,2012,106.492714,29.604831,23,2361,2.8
2955,2016,106.499557,29.608867,6,835,2.8
2956,2011,106.492714,29.604831,41,6543,2.2
2957,2012,106.492714,29.604831,23,2361,2.8
2958,2011,106.492714,29.604831,41,6543,2.2
2959,2008,106.499557,29.608867,26,4481,1.2
2960,0,106.499116,29.595127,6,1064,0.0
2961,2008,0,0,24,2100,1.6
2962,2008,0,0,24,2100,1.6
2963,2008,0,0,24,2100,1.6
2964,2008,0,0,24,2100,1.6
2965,2008,0,0,24,2100,1.6
2966,2008,0,0,24,2100,1.6
2967,2000,106.502166,29.590679,9,963,1.1
2968,2006,106.511091,29.594998,4,172,0.7
2969,2014,106.499116,29.595127,4,2056,1.2
2970,2004,106.510619,29.596372,14,227,0.0
2971,2008,106.499116,29.595127,5,2142,0.0
2972,2010,106.50373,29.608701,4,1344,1.5
2973,2000,106.502166,29.590679,9,963,1.1
2974,2006,106.511091,29.594998,4,172,0.7
2975,2014,106.499116,29.595127,4,2056,1.2
2976,2004,106.510619,29.596372,14,227,0.0
2977,2008,106.499116,29.595127,5,2142,0.0
2978,2010,106.50373,29.608701,4,1344,1.5
2979,2000,106.502166,29.590679,9,963,1.1
2980,2006,106.511091,29.594998,4,172,0.7
2981,2014,106.499116,29.595127,4,2056,1.2
2982,2004,106.510619,29.596372,14,227,0.0
2983,2008,106.499116,29.595127,5,2142,0.0
2984,2010,106.50373,29.608701,4,1344,1.5
2985,2000,106.502166,29.590679,9,963,1.1
2986,2006,106.511091,29.594998,4,172,0.7
2987,2014,106.499116,29.595127,4,2056,1.2
2988,2004,106.510619,29.596372,14,227,0.0
2989,2008,106.499116,29.595127,5,2142,0.0
2990,2010,106.50373,29.608701,4,1344,1.5
2991,2000,106.502166,29.590679,9,963,1.1
2992,2006,106.511091,29.594998,4,172,0.7
2993,2014,106.499116,29.595127,4,2056,1.2
2994,2004,106.510619,29.596372,14,227,0.0
2995,2008,106.499116,29.595127,5,2142,0.0
2996,2010,106.50373,29.608701,4,1344,1.5
2997,2000,106.502166,29.590679,9,963,1.1
2998,2006,106.511091,29.594998,4,172,0.7
2999,2014,106.499116,29.595127,4,2056,1.2
3000,2004,106.510619,29.596372,14,227,0.0
3001,2008,106.499116,29.595127,5,2142,0.0
3002,2010,106.50373,29.608701,4,1344,1.5
3003,2000,106.502166,29.590679,9,963,1.1
3004,2006,106.511091,29.594998,4,172,0.7
3005,2014,106.499116,29.595127,4,2056,1.2
3006,2004,106.510619,29.596372,14,227,0.0
3007,2008,106.499116,29.595127,5,2142,0.0
3008,2010,106.50373,29.608701,4,1344,1.5
3009,2000,106.502166,29.590679,9,963,1.1
3010,2006,106.511091,29.594998,4,172,0.7
3011,2014,106.499116,29.595127,4,2056,1.2
3012,2004,106.510619,29.596372,14,227,0.0
3013,2008,106.499116,29.595127,5,2142,0.0
3014,2010,106.50373,29.608701,4,1344,1.5
3015,2000,106.502166,29.590679,9,963,1.1
3016,2006,106.511091,29.594998,4,172,0.7
3017,2014,106.499116,29.595127,4,2056,1.2
3018,2004,106.510619,29.596372,14,227,0.0
3019,2008,106.499116,29.595127,5,2142,0.0
3020,2010,106.50373,29.608701,4,1344,1.5
3021,2000,106.502166,29.590679,9,963,1.1
3022,2006,106.511091,29.594998,4,172,0.7
3023,2014,106.499116,29.595127,4,2056,1.2
3024,2004,106.510619,29.596372,14,227,0.0
3025,2008,106.499116,29.595127,5,2142,0.0
3026,2010,106.50373,29.608701,4,1344,1.5
3027,2000,106.502166,29.590679,9,963,1.1
3028,2006,106.511091,29.594998,4,172,0.7
3029,2014,106.499116,29.595127,4,2056,1.2
3030,2004,106.510619,29.596372,14,227,0.0
3031,2008,106.499116,29.595127,5,2142,0.0
3032,2010,106.50373,29.608701,4,1344,1.5
3033,2000,106.502166,29.590679,9,963,1.1
3034,2006,106.511091,29.594998,4,172,0.7
3035,2014,106.499116,29.595127,4,2056,1.2
3036,2004,106.510619,29.596372,14,227,0.0
3037,2008,106.499116,29.595127,5,2142,0.0
3038,2010,106.50373,29.608701,4,1344,1.5
3039,2000,106.502166,29.590679,9,963,1.1
3040,2006,106.511091,29.594998,4,172,0.7
3041,2014,106.499116,29.595127,4,2056,1.2
3042,2004,106.510619,29.596372,14,227,0.0
3043,2008,106.499116,29.595127,5,2142,0.0
3044,2010,106.50373,29.608701,4,1344,1.5
3045,2000,106.502166,29.590679,9,963,1.1
3046,2006,106.511091,29.594998,4,172,0.7
3047,2014,106.499116,29.595127,4,2056,1.2
3048,2004,106.510619,29.596372,14,227,0.0
3049,2008,106.499116,29.595127,5,2142,0.0
3050,2010,106.50373,29.608701,4,1344,1.5
3051,2000,106.502166,29.590679,9,963,1.1
3052,2006,106.511091,29.594998,4,172,0.7
3053,2014,106.499116,29.595127,4,2056,1.2
3054,2004,106.510619,29.596372,14,227,0.0
3055,2008,106.499116,29.595127,5,2142,0.0
3056,2010,106.50373,29.608701,4,1344,1.5
3057,2000,106.502166,29.590679,9,963,1.1
3058,2006,106.511091,29.594998,4,172,0.7
3059,2014,106.499116,29.595127,4,2056,1.2
3060,2004,106.510619,29.596372,14,227,0.0
3061,2008,106.499116,29.595127,5,2142,0.0
3062,2010,106.50373,29.608701,4,1344,1.5
3063,2000,106.502166,29.590679,9,963,1.1
3064,2006,106.511091,29.594998,4,172,0.7
3065,2014,106.499116,29.595127,4,2056,1.2
